id,name,acronym,allen_ccf_id,allen_ccf_id_path,color_hex_triplet
1966,Bed nucleus of the anterior commissure (left),BAC,-287,-997/-8/-567/-623/-803/-809/-287/,B3C0DF
1967,Brain stem (left),BS,-343,-997/-8/-343/,FF7080
1968,Interbrain (left),IB,-1129,-997/-8/-343/-1129/,FF7080
1969,Thalamus (left),TH,-549,-997/-8/-343/-1129/-549/,FF7080
1970,Thalamus sensory-motor cortex related (left),DORsm,-864,-997/-8/-343/-1129/-549/-864/,FF8084
1971,Ventral group of the dorsal thalamus (left),VENT,-637,-997/-8/-343/-1129/-549/-864/-637/,FF8084
1972,Ventral anterior-lateral complex of the thalamus (left),VAL,-629,-997/-8/-343/-1129/-549/-864/-637/-629/,FF8084
1973,Ventral medial nucleus of the thalamus (left),VM,-685,-997/-8/-343/-1129/-549/-864/-637/-685/,FF8084
1974,Ventral posterior complex of the thalamus (left),VP,-709,-997/-8/-343/-1129/-549/-864/-637/-709/,FF8084
1975,Ventral posterolateral nucleus of the thalamus (left),VPL,-718,-997/-8/-343/-1129/-549/-864/-637/-709/-718/,FF8084
1976,Ventral posterolateral nucleus of the thalamus parvicellular part (left),VPLpc,-725,-997/-8/-343/-1129/-549/-864/-637/-709/-725/,FF8084
1977,Ventral posteromedial nucleus of the thalamus (left),VPM,-733,-997/-8/-343/-1129/-549/-864/-637/-709/-733/,FF8084
1978,Ventral posteromedial nucleus of the thalamus parvicellular part (left),VPMpc,-741,-997/-8/-343/-1129/-549/-864/-637/-709/-741/,FF8084
1979,Posterior triangular thalamic nucleus (left),PoT,-563807435,-997/-8/-343/-1129/-549/-864/-637/-563807435/,FF8084
1980,Subparafascicular nucleus (left),SPF,-406,-997/-8/-343/-1129/-549/-864/-406/,FF8084
1981,Subparafascicular nucleus magnocellular part (left),SPFm,-414,-997/-8/-343/-1129/-549/-864/-406/-414/,FF8084
1982,Subparafascicular nucleus parvicellular part (left),SPFp,-422,-997/-8/-343/-1129/-549/-864/-406/-422/,FF8084
1983,Subparafascicular area (left),SPA,-609,-997/-8/-343/-1129/-549/-864/-609/,FF8084
1984,Peripeduncular nucleus (left),PP,-1044,-997/-8/-343/-1129/-549/-864/-1044/,FF8084
1985,Geniculate group dorsal thalamus (left),GENd,-1008,-997/-8/-343/-1129/-549/-864/-1008/,FF8084
1986,Medial geniculate complex (left),MG,-475,-997/-8/-343/-1129/-549/-864/-1008/-475/,FF8084
1987,Medial geniculate complex dorsal part (left),MGd,-1072,-997/-8/-343/-1129/-549/-864/-1008/-475/-1072/,FF8084
1988,Medial geniculate complex ventral part (left),MGv,-1079,-997/-8/-343/-1129/-549/-864/-1008/-475/-1079/,FF8084
1989,Medial geniculate complex medial part (left),MGm,-1088,-997/-8/-343/-1129/-549/-864/-1008/-475/-1088/,FF8084
1990,Dorsal part of the lateral geniculate complex (left),LGd,-170,-997/-8/-343/-1129/-549/-864/-1008/-170/,FF8084
1991,Dorsal part of the lateral geniculate complex shell (left),LGd-sh,-496345664,-997/-8/-343/-1129/-549/-864/-1008/-170/-496345664/,FF8084
1992,Dorsal part of the lateral geniculate complex core (left),LGd-co,-496345668,-997/-8/-343/-1129/-549/-864/-1008/-170/-496345668/,FF8084
1993,Dorsal part of the lateral geniculate complex ipsilateral zone (left),LGd-ip,-496345672,-997/-8/-343/-1129/-549/-864/-1008/-170/-496345672/,FF8084
1994,Thalamus polymodal association cortex related (left),DORpm,-856,-997/-8/-343/-1129/-549/-856/,FF909F
1995,Lateral group of the dorsal thalamus (left),LAT,-138,-997/-8/-343/-1129/-549/-856/-138/,FF909F
1996,Lateral posterior nucleus of the thalamus (left),LP,-218,-997/-8/-343/-1129/-549/-856/-138/-218/,FF909F
1997,Posterior complex of the thalamus (left),PO,-1020,-997/-8/-343/-1129/-549/-856/-138/-1020/,FF909F
1998,Posterior limiting nucleus of the thalamus (left),POL,-1029,-997/-8/-343/-1129/-549/-856/-138/-1029/,FF909F
1999,Suprageniculate nucleus (left),SGN,-325,-997/-8/-343/-1129/-549/-856/-138/-325/,FF909F
2000,Ethmoid nucleus of the thalamus (left),Eth,-560581551,-997/-8/-343/-1129/-549/-856/-138/-560581551/,FF909F
2001,Retroethmoid nucleus (left),REth,-560581555,-997/-8/-343/-1129/-549/-856/-138/-560581555/,FF909F
2002,Anterior group of the dorsal thalamus (left),ATN,-239,-997/-8/-343/-1129/-549/-856/-239/,FF909F
2003,Anteroventral nucleus of thalamus (left),AV,-255,-997/-8/-343/-1129/-549/-856/-239/-255/,FF909F
2004,Anteromedial nucleus (left),AM,-127,-997/-8/-343/-1129/-549/-856/-239/-127/,FF909F
2005,Anteromedial nucleus dorsal part (left),AMd,-1096,-997/-8/-343/-1129/-549/-856/-239/-127/-1096/,FF909F
2006,Anteromedial nucleus ventral part (left),AMv,-1104,-997/-8/-343/-1129/-549/-856/-239/-127/-1104/,FF909F
2007,Anterodorsal nucleus (left),AD,-64,-997/-8/-343/-1129/-549/-856/-239/-64/,FF909F
2008,Interanteromedial nucleus of the thalamus (left),IAM,-1120,-997/-8/-343/-1129/-549/-856/-239/-1120/,FF909F
2009,Interanterodorsal nucleus of the thalamus (left),IAD,-1113,-997/-8/-343/-1129/-549/-856/-239/-1113/,FF909F
2010,Lateral dorsal nucleus of thalamus (left),LD,-155,-997/-8/-343/-1129/-549/-856/-239/-155/,FF909F
2011,Medial group of the dorsal thalamus (left),MED,-444,-997/-8/-343/-1129/-549/-856/-444/,FF909F
2012,Intermediodorsal nucleus of the thalamus (left),IMD,-59,-997/-8/-343/-1129/-549/-856/-444/-59/,FF909F
2013,Mediodorsal nucleus of thalamus (left),MD,-362,-997/-8/-343/-1129/-549/-856/-444/-362/,FF909F
2014,Mediodorsal nucleus of the thalamus central part (left),MDc,-617,-997/-8/-343/-1129/-549/-856/-444/-362/-617/,FF909F
2015,Mediodorsal nucleus of the thalamus lateral part (left),MDl,-626,-997/-8/-343/-1129/-549/-856/-444/-362/-626/,FF909F
2016,Mediodorsal nucleus of the thalamus medial part (left),MDm,-636,-997/-8/-343/-1129/-549/-856/-444/-362/-636/,FF909F
2017,Submedial nucleus of the thalamus (left),SMT,-366,-997/-8/-343/-1129/-549/-856/-444/-366/,FF909F
2018,Perireunensis nucleus (left),PR,-1077,-997/-8/-343/-1129/-549/-856/-444/-1077/,FF909F
2019,Midline group of the dorsal thalamus (left),MTN,-571,-997/-8/-343/-1129/-549/-856/-571/,FF909F
2020,Paraventricular nucleus of the thalamus (left),PVT,-149,-997/-8/-343/-1129/-549/-856/-571/-149/,FF909F
2021,Parataenial nucleus (left),PT,-15,-997/-8/-343/-1129/-549/-856/-571/-15/,FF909F
2022,Nucleus of reuniens (left),RE,-181,-997/-8/-343/-1129/-549/-856/-571/-181/,FF909F
2023,Xiphoid thalamic nucleus (left),Xi,-560581559,-997/-8/-343/-1129/-549/-856/-571/-560581559/,FF909F
2024,Intralaminar nuclei of the dorsal thalamus (left),ILM,-51,-997/-8/-343/-1129/-549/-856/-51/,FF909F
2025,Rhomboid nucleus (left),RH,-189,-997/-8/-343/-1129/-549/-856/-51/-189/,FF909F
2026,Central medial nucleus of the thalamus (left),CM,-599,-997/-8/-343/-1129/-549/-856/-51/-599/,FF909F
2027,Paracentral nucleus (left),PCN,-907,-997/-8/-343/-1129/-549/-856/-51/-907/,FF909F
2028,Central lateral nucleus of the thalamus (left),CL,-575,-997/-8/-343/-1129/-549/-856/-51/-575/,FF909F
2029,Parafascicular nucleus (left),PF,-930,-997/-8/-343/-1129/-549/-856/-51/-930/,FF909F
2030,Posterior intralaminar thalamic nucleus (left),PIL,-560581563,-997/-8/-343/-1129/-549/-856/-51/-560581563/,FF909F
2031,Reticular nucleus of the thalamus (left),RT,-262,-997/-8/-343/-1129/-549/-856/-262/,FF909F
2032,Geniculate group ventral thalamus (left),GENv,-1014,-997/-8/-343/-1129/-549/-856/-1014/,FF909F
2033,Intergeniculate leaflet of the lateral geniculate complex (left),IGL,-27,-997/-8/-343/-1129/-549/-856/-1014/-27/,FF909F
2034,Intermediate geniculate nucleus (left),IntG,-563807439,-997/-8/-343/-1129/-549/-856/-1014/-563807439/,FF909F
2035,Ventral part of the lateral geniculate complex (left),LGv,-178,-997/-8/-343/-1129/-549/-856/-1014/-178/,FF909F
2036,Ventral part of the lateral geniculate complex lateral zone (left),LGvl,-300,-997/-8/-343/-1129/-549/-856/-1014/-178/-300/,FF909F
2037,Ventral part of the lateral geniculate complex medial zone (left),LGvm,-316,-997/-8/-343/-1129/-549/-856/-1014/-178/-316/,FF909F
2038,Subgeniculate nucleus (left),SubG,-321,-997/-8/-343/-1129/-549/-856/-1014/-321/,FF909F
2039,Epithalamus (left),EPI,-958,-997/-8/-343/-1129/-549/-856/-958/,FF909F
2040,Medial habenula (left),MH,-483,-997/-8/-343/-1129/-549/-856/-958/-483/,FF909F
2041,Lateral habenula (left),LH,-186,-997/-8/-343/-1129/-549/-856/-958/-186/,FF909F
2042,Pineal body (left),PIN,-953,-997/-8/-343/-1129/-549/-856/-958/-953/,FF909F
2043,Hypothalamus (left),HY,-1097,-997/-8/-343/-1129/-1097/,E64438
2044,Periventricular zone (left),PVZ,-157,-997/-8/-343/-1129/-1097/-157/,FF5D50
2045,Supraoptic nucleus (left),SO,-390,-997/-8/-343/-1129/-1097/-157/-390/,FF5D50
2046,Accessory supraoptic group (left),ASO,-332,-997/-8/-343/-1129/-1097/-157/-332/,FF5D50
2047,Nucleus circularis (left),NC,-432,-997/-8/-343/-1129/-1097/-157/-332/-432/,FF5D50
2048,Paraventricular hypothalamic nucleus (left),PVH,-38,-997/-8/-343/-1129/-1097/-157/-38/,FF5D50
2049,Paraventricular hypothalamic nucleus magnocellular division (left),PVHm,-71,-997/-8/-343/-1129/-1097/-157/-38/-71/,FF5D50
2050,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part (left),PVHam,-47,-997/-8/-343/-1129/-1097/-157/-38/-71/-47/,FF5D50
2051,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part (left),PVHmm,-79,-997/-8/-343/-1129/-1097/-157/-38/-71/-79/,FF5D50
2052,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part (left),PVHpm,-103,-997/-8/-343/-1129/-1097/-157/-38/-71/-103/,FF5D50
2053,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone (left),PVHpml,-652,-997/-8/-343/-1129/-1097/-157/-38/-71/-103/-652/,FF5D50
2054,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone (left),PVHpmm,-660,-997/-8/-343/-1129/-1097/-157/-38/-71/-103/-660/,FF5D50
2055,Paraventricular hypothalamic nucleus parvicellular division (left),PVHp,-94,-997/-8/-343/-1129/-1097/-157/-38/-94/,FF5D50
2056,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part (left),PVHap,-55,-997/-8/-343/-1129/-1097/-157/-38/-94/-55/,FF5D50
2057,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone (left),PVHmpd,-87,-997/-8/-343/-1129/-1097/-157/-38/-94/-87/,FF5D50
2058,Paraventricular hypothalamic nucleus parvicellular division periventricular part (left),PVHpv,-110,-997/-8/-343/-1129/-1097/-157/-38/-94/-110/,FF5D50
2059,Periventricular hypothalamic nucleus anterior part (left),PVa,-30,-997/-8/-343/-1129/-1097/-157/-30/,FF5D50
2060,Periventricular hypothalamic nucleus intermediate part (left),PVi,-118,-997/-8/-343/-1129/-1097/-157/-118/,FF5D50
2061,Arcuate hypothalamic nucleus (left),ARH,-223,-997/-8/-343/-1129/-1097/-157/-223/,FF5D50
2062,Periventricular region (left),PVR,-141,-997/-8/-343/-1129/-1097/-141/,FF5547
2063,Anterodorsal preoptic nucleus (left),ADP,-72,-997/-8/-343/-1129/-1097/-141/-72/,FF5547
2064,Anterior hypothalamic area (left),AHA,-80,-997/-8/-343/-1129/-1097/-141/-80/,FF5547
2065,Anteroventral preoptic nucleus (left),AVP,-263,-997/-8/-343/-1129/-1097/-141/-263/,FF5547
2066,Anteroventral periventricular nucleus (left),AVPV,-272,-997/-8/-343/-1129/-1097/-141/-272/,FF5547
2067,Dorsomedial nucleus of the hypothalamus (left),DMH,-830,-997/-8/-343/-1129/-1097/-141/-830/,FF5547
2068,Dorsomedial nucleus of the hypothalamus anterior part (left),DMHa,-668,-997/-8/-343/-1129/-1097/-141/-830/-668/,FF5547
2069,Dorsomedial nucleus of the hypothalamus posterior part (left),DMHp,-676,-997/-8/-343/-1129/-1097/-141/-830/-676/,FF5547
2070,Dorsomedial nucleus of the hypothalamus ventral part (left),DMHv,-684,-997/-8/-343/-1129/-1097/-141/-830/-684/,FF5547
2071,Median preoptic nucleus (left),MEPO,-452,-997/-8/-343/-1129/-1097/-141/-452/,FF5547
2072,Medial preoptic area (left),MPO,-523,-997/-8/-343/-1129/-1097/-141/-523/,FF5547
2073,Vascular organ of the lamina terminalis (left),OV,-763,-997/-8/-343/-1129/-1097/-141/-763/,FF5547
2074,Posterodorsal preoptic nucleus (left),PD,-914,-997/-8/-343/-1129/-1097/-141/-914/,FF5547
2075,Parastrial nucleus (left),PS,-1109,-997/-8/-343/-1129/-1097/-141/-1109/,FF5547
2076,Suprachiasmatic preoptic nucleus (left),PSCH,-1124,-997/-8/-343/-1129/-1097/-141/-1124/,FF5547
2077,Periventricular hypothalamic nucleus posterior part (left),PVp,-126,-997/-8/-343/-1129/-1097/-141/-126/,FF5547
2078,Periventricular hypothalamic nucleus preoptic part (left),PVpo,-133,-997/-8/-343/-1129/-1097/-141/-133/,FF5547
2079,Subparaventricular zone (left),SBPV,-347,-997/-8/-343/-1129/-1097/-141/-347/,FF5547
2080,Suprachiasmatic nucleus (left),SCH,-286,-997/-8/-343/-1129/-1097/-141/-286/,FF5547
2081,Subfornical organ (left),SFO,-338,-997/-8/-343/-1129/-1097/-141/-338/,FF5547
2082,Ventromedial preoptic nucleus (left),VMPO,-576073699,-997/-8/-343/-1129/-1097/-141/-576073699/,FF5547
2083,Ventrolateral preoptic nucleus (left),VLPO,-689,-997/-8/-343/-1129/-1097/-141/-689/,FF5547
2084,Hypothalamic medial zone (left),MEZ,-467,-997/-8/-343/-1129/-1097/-467/,FF4C3E
2085,Anterior hypothalamic nucleus (left),AHN,-88,-997/-8/-343/-1129/-1097/-467/-88/,FF4C3E
2086,Anterior hypothalamic nucleus anterior part (left),AHNa,-700,-997/-8/-343/-1129/-1097/-467/-88/-700/,FF4C3E
2087,Anterior hypothalamic nucleus central part (left),AHNc,-708,-997/-8/-343/-1129/-1097/-467/-88/-708/,FF4C3E
2088,Anterior hypothalamic nucleus dorsal part (left),AHNd,-716,-997/-8/-343/-1129/-1097/-467/-88/-716/,FF4C3E
2089,Anterior hypothalamic nucleus posterior part (left),AHNp,-724,-997/-8/-343/-1129/-1097/-467/-88/-724/,FF4C3E
2090,Mammillary body (left),MBO,-331,-997/-8/-343/-1129/-1097/-467/-331/,FF4C3E
2091,Lateral mammillary nucleus (left),LM,-210,-997/-8/-343/-1129/-1097/-467/-331/-210/,FF4C3E
2092,Medial mammillary nucleus (left),MM,-491,-997/-8/-343/-1129/-1097/-467/-331/-491/,FF4C3E
2093,Medial mammillary nucleus median part (left),Mmme,-732,-997/-8/-343/-1129/-1097/-467/-331/-491/-732/,FF4C3E
2094,Medial mammillary nucleus lateral part (left),Mml,-606826647,-997/-8/-343/-1129/-1097/-467/-331/-491/-606826647/,FF4C3E
2095,Medial mammillary nucleus medial part (left),Mmm,-606826651,-997/-8/-343/-1129/-1097/-467/-331/-491/-606826651/,FF4C3E
2096,Medial mammillary nucleus posterior part (left),Mmp,-606826655,-997/-8/-343/-1129/-1097/-467/-331/-491/-606826655/,FF4C3E
2097,Medial mammillary nucleus dorsal part (left),Mmd,-606826659,-997/-8/-343/-1129/-1097/-467/-331/-491/-606826659/,FF4C3E
2098,Supramammillary nucleus (left),SUM,-525,-997/-8/-343/-1129/-1097/-467/-331/-525/,FF4C3E
2099,Supramammillary nucleus lateral part (left),SUMl,-1110,-997/-8/-343/-1129/-1097/-467/-331/-525/-1110/,FF4C3E
2100,Supramammillary nucleus medial part (left),SUMm,-1118,-997/-8/-343/-1129/-1097/-467/-331/-525/-1118/,FF4C3E
2101,Tuberomammillary nucleus (left),TM,-557,-997/-8/-343/-1129/-1097/-467/-331/-557/,FF4C3E
2102,Tuberomammillary nucleus dorsal part (left),TMd,-1126,-997/-8/-343/-1129/-1097/-467/-331/-557/-1126/,FF4C3E
2103,Tuberomammillary nucleus ventral part (left),TMv,-1,-997/-8/-343/-1129/-1097/-467/-331/-557/-1/,FF4C3E
2104,Medial preoptic nucleus (left),MPN,-515,-997/-8/-343/-1129/-1097/-467/-515/,FF4C3E
2105,Medial preoptic nucleus central part (left),MPNc,-740,-997/-8/-343/-1129/-1097/-467/-515/-740/,FF4C3E
2106,Medial preoptic nucleus lateral part (left),MPNl,-748,-997/-8/-343/-1129/-1097/-467/-515/-748/,FF4C3E
2107,Medial preoptic nucleus medial part (left),MPNm,-756,-997/-8/-343/-1129/-1097/-467/-515/-756/,FF4C3E
2108,Dorsal premammillary nucleus (left),PMd,-980,-997/-8/-343/-1129/-1097/-467/-980/,FF4C3E
2109,Ventral premammillary nucleus (left),PMv,-1004,-997/-8/-343/-1129/-1097/-467/-1004/,FF4C3E
2110,Paraventricular hypothalamic nucleus descending division (left),PVHd,-63,-997/-8/-343/-1129/-1097/-467/-63/,FF4C3E
2111,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part (left),PVHdp,-439,-997/-8/-343/-1129/-1097/-467/-63/-439/,FF4C3E
2112,Paraventricular hypothalamic nucleus descending division forniceal part (left),PVHf,-447,-997/-8/-343/-1129/-1097/-467/-63/-447/,FF4C3E
2113,Paraventricular hypothalamic nucleus descending division lateral parvicellular part (left),PVHlp,-455,-997/-8/-343/-1129/-1097/-467/-63/-455/,FF4C3E
2114,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone (left),PVHmpv,-464,-997/-8/-343/-1129/-1097/-467/-63/-464/,FF4C3E
2115,Ventromedial hypothalamic nucleus (left),VMH,-693,-997/-8/-343/-1129/-1097/-467/-693/,FF4C3E
2116,Ventromedial hypothalamic nucleus anterior part (left),VMHa,-761,-997/-8/-343/-1129/-1097/-467/-693/-761/,FF4C3E
2117,Ventromedial hypothalamic nucleus central part (left),VMHc,-769,-997/-8/-343/-1129/-1097/-467/-693/-769/,FF4C3E
2118,Ventromedial hypothalamic nucleus dorsomedial part (left),VMHdm,-777,-997/-8/-343/-1129/-1097/-467/-693/-777/,FF4C3E
2119,Ventromedial hypothalamic nucleus ventrolateral part (left),VMHvl,-785,-997/-8/-343/-1129/-1097/-467/-693/-785/,FF4C3E
2120,Posterior hypothalamic nucleus (left),PH,-946,-997/-8/-343/-1129/-1097/-467/-946/,FF4C3E
2121,Hypothalamic lateral zone (left),LZ,-290,-997/-8/-343/-1129/-1097/-290/,F2483B
2122,Lateral hypothalamic area (left),LHA,-194,-997/-8/-343/-1129/-1097/-290/-194/,F2483B
2123,Lateral preoptic area (left),LPO,-226,-997/-8/-343/-1129/-1097/-290/-226/,F2483B
2124,Preparasubthalamic nucleus (left),PST,-356,-997/-8/-343/-1129/-1097/-290/-356/,F2483B
2125,Parasubthalamic nucleus (left),PSTN,-364,-997/-8/-343/-1129/-1097/-290/-364/,F2483B
2126,Perifornical nucleus (left),PeF,-576073704,-997/-8/-343/-1129/-1097/-290/-576073704/,F2483B
2127,Retrochiasmatic area (left),RCH,-173,-997/-8/-343/-1129/-1097/-290/-173/,F2483B
2128,Subthalamic nucleus (left),STN,-470,-997/-8/-343/-1129/-1097/-290/-470/,F2483B
2129,Tuberal nucleus (left),TU,-614,-997/-8/-343/-1129/-1097/-290/-614/,F2483B
2130,Zona incerta (left),ZI,-797,-997/-8/-343/-1129/-1097/-290/-797/,F2483B
2131,Dopaminergic A13 group (left),A13,-796,-997/-8/-343/-1129/-1097/-290/-797/-796/,F2483B
2132,Fields of Forel (left),FF,-804,-997/-8/-343/-1129/-1097/-290/-797/-804/,F2483B
2133,Median eminence (left),ME,-10671,-997/-8/-343/-1129/-1097/-10671/,F2483B
2134,Midbrain (left),MB,-313,-997/-8/-343/-313/,FF64FF
2135,Midbrain sensory related (left),MBsen,-339,-997/-8/-343/-313/-339/,FF7AFF
2136,Superior colliculus sensory related (left),SCs,-302,-997/-8/-343/-313/-339/-302/,FF7AFF
2137,Superior colliculus optic layer (left),SCop,-851,-997/-8/-343/-313/-339/-302/-851/,FF7AFF
2138,Superior colliculus superficial gray layer (left),SCsg,-842,-997/-8/-343/-313/-339/-302/-842/,FF7AFF
2139,Superior colliculus zonal layer (left),SCzo,-834,-997/-8/-343/-313/-339/-302/-834/,FF7AFF
2140,Inferior colliculus (left),IC,-4,-997/-8/-343/-313/-339/-4/,FF7AFF
2141,Inferior colliculus central nucleus (left),ICc,-811,-997/-8/-343/-313/-339/-4/-811/,FF7AFF
2142,Inferior colliculus dorsal nucleus (left),ICd,-820,-997/-8/-343/-313/-339/-4/-820/,FF7AFF
2143,Inferior colliculus external nucleus (left),ICe,-828,-997/-8/-343/-313/-339/-4/-828/,FF7AFF
2144,Nucleus of the brachium of the inferior colliculus (left),NB,-580,-997/-8/-343/-313/-339/-580/,FF7AFF
2145,Nucleus sagulum (left),SAG,-271,-997/-8/-343/-313/-339/-271/,FF7AFF
2146,Parabigeminal nucleus (left),PBG,-874,-997/-8/-343/-313/-339/-874/,FF7AFF
2147,Midbrain trigeminal nucleus (left),MEV,-460,-997/-8/-343/-313/-339/-460/,FF7AFF
2148,Subcommissural organ (left),SCO,-599626923,-997/-8/-343/-313/-339/-599626923/,FF7AFF
2149,Midbrain motor related (left),MBmot,-323,-997/-8/-343/-313/-323/,FF90FF
2150,Substantia nigra reticular part (left),SNr,-381,-997/-8/-343/-313/-323/-381/,FF90FF
2151,Ventral tegmental area (left),VTA,-749,-997/-8/-343/-313/-323/-749/,FF90FF
2152,Paranigral nucleus (left),PN,-607344830,-997/-8/-343/-313/-323/-607344830/,FF90FF
2153,Midbrain reticular nucleus retrorubral area (left),RR,-246,-997/-8/-343/-313/-323/-246/,FF90FF
2154,Midbrain reticular nucleus (left),MRN,-128,-997/-8/-343/-313/-323/-128/,FF90FF
2155,Midbrain reticular nucleus magnocellular part (left),MRNm,-539,-997/-8/-343/-313/-323/-128/-539/,FF90FF
2156,Midbrain reticular nucleus magnocellular part general (left),MRNmg,-548,-997/-8/-343/-313/-323/-128/-548/,FF90FF
2157,Midbrain reticular nucleus parvicellular part (left),MRNp,-555,-997/-8/-343/-313/-323/-128/-555/,FF90FF
2158,Superior colliculus motor related (left),SCm,-294,-997/-8/-343/-313/-323/-294/,FF90FF
2159,Superior colliculus motor related deep gray layer (left),SCdg,-26,-997/-8/-343/-313/-323/-294/-26/,FF90FF
2160,Superior colliculus motor related deep white layer (left),SCdw,-42,-997/-8/-343/-313/-323/-294/-42/,FF90FF
2161,Superior colliculus motor related intermediate white layer (left),SCiw,-17,-997/-8/-343/-313/-323/-294/-17/,FF90FF
2162,Superior colliculus motor related intermediate gray layer (left),SCig,-10,-997/-8/-343/-313/-323/-294/-10/,FF90FF
2163,Superior colliculus motor related intermediate gray layer sublayer a (left),SCig-a,-494,-997/-8/-343/-313/-323/-294/-10/-494/,FF90FF
2164,Superior colliculus motor related intermediate gray layer sublayer b (left),SCig-b,-503,-997/-8/-343/-313/-323/-294/-10/-503/,FF90FF
2165,Superior colliculus motor related intermediate gray layer sublayer c (left),SCig-c,-511,-997/-8/-343/-313/-323/-294/-10/-511/,FF90FF
2166,Periaqueductal gray (left),PAG,-795,-997/-8/-343/-313/-323/-795/,FF90FF
2167,Precommissural nucleus (left),PRC,-50,-997/-8/-343/-313/-323/-795/-50/,FF90FF
2168,Interstitial nucleus of Cajal (left),INC,-67,-997/-8/-343/-313/-323/-795/-67/,FF90FF
2169,Nucleus of Darkschewitsch (left),ND,-587,-997/-8/-343/-313/-323/-795/-587/,FF90FF
2170,Supraoculomotor periaqueductal gray (left),Su3,-614454277,-997/-8/-343/-313/-323/-795/-614454277/,FF90FF
2171,Pretectal region (left),PRT,-1100,-997/-8/-343/-313/-323/-1100/,FF90FF
2172,Anterior pretectal nucleus (left),APN,-215,-997/-8/-343/-313/-323/-1100/-215/,FF90FF
2173,Medial pretectal area (left),MPT,-531,-997/-8/-343/-313/-323/-1100/-531/,FF90FF
2174,Nucleus of the optic tract (left),NOT,-628,-997/-8/-343/-313/-323/-1100/-628/,FF90FF
2175,Nucleus of the posterior commissure (left),NPC,-634,-997/-8/-343/-313/-323/-1100/-634/,FF90FF
2176,Olivary pretectal nucleus (left),OP,-706,-997/-8/-343/-313/-323/-1100/-706/,FF90FF
2177,Posterior pretectal nucleus (left),PPT,-1061,-997/-8/-343/-313/-323/-1100/-1061/,FF90FF
2178,Retroparafascicular nucleus (left),RPF,-549009203,-997/-8/-343/-313/-323/-1100/-549009203/,FF90FF
2179,Intercollicular nucleus (left),InCo,-549009207,-997/-8/-343/-313/-323/-549009207/,FF90FF
2180,Cuneiform nucleus (left),CUN,-616,-997/-8/-343/-313/-323/-616/,FF90FF
2181,Red nucleus (left),RN,-214,-997/-8/-343/-313/-323/-214/,FF90FF
2182,Oculomotor nucleus (left),III,-35,-997/-8/-343/-313/-323/-35/,FF90FF
2183,Medial accesory oculomotor nucleus (left),MA3,-549009211,-997/-8/-343/-313/-323/-549009211/,FF90FF
2184,Edinger-Westphal nucleus (left),EW,-975,-997/-8/-343/-313/-323/-975/,FF90FF
2185,Trochlear nucleus (left),IV,-115,-997/-8/-343/-313/-323/-115/,FF90FF
2186,Paratrochlear nucleus (left),Pa4,-606826663,-997/-8/-343/-313/-323/-606826663/,FF90FF
2187,Ventral tegmental nucleus (left),VTN,-757,-997/-8/-343/-313/-323/-757/,FF90FF
2188,Anterior tegmental nucleus (left),AT,-231,-997/-8/-343/-313/-323/-231/,FF90FF
2189,Lateral terminal nucleus of the accessory optic tract (left),LT,-66,-997/-8/-343/-313/-323/-66/,FF90FF
2190,Dorsal terminal nucleus of the accessory optic tract (left),DT,-75,-997/-8/-343/-313/-323/-75/,FF90FF
2191,Medial terminal nucleus of the accessory optic tract (left),MT,-58,-997/-8/-343/-313/-323/-58/,FF90FF
2192,Substantia nigra lateral part (left),SNl,-615,-997/-8/-343/-313/-323/-615/,FF90FF
2193,Midbrain behavioral state related (left),MBsta,-348,-997/-8/-343/-313/-348/,FF90FF
2194,Substantia nigra compact part (left),SNc,-374,-997/-8/-343/-313/-348/-374/,FFA6FF
2195,Pedunculopontine nucleus (left),PPN,-1052,-997/-8/-343/-313/-348/-1052/,FFA6FF
2196,Midbrain raphe nuclei (left),RAmb,-165,-997/-8/-343/-313/-348/-165/,FFA6FF
2197,Interfascicular nucleus raphe (left),IF,-12,-997/-8/-343/-313/-348/-165/-12/,FFA6FF
2198,Interpeduncular nucleus (left),IPN,-100,-997/-8/-343/-313/-348/-165/-100/,FFA6FF
2199,Interpeduncular nucleus rostral (left),IPR,-607344834,-997/-8/-343/-313/-348/-165/-100/-607344834/,FFA6FF
2200,Interpeduncular nucleus caudal (left),IPC,-607344838,-997/-8/-343/-313/-348/-165/-100/-607344838/,FFA6FF
2201,Interpeduncular nucleus apical (left),IPA,-607344842,-997/-8/-343/-313/-348/-165/-100/-607344842/,FFA6FF
2202,Interpeduncular nucleus lateral (left),IPL,-607344846,-997/-8/-343/-313/-348/-165/-100/-607344846/,FFA6FF
2203,Interpeduncular nucleus intermediate (left),IPI,-607344850,-997/-8/-343/-313/-348/-165/-100/-607344850/,FFA6FF
